uid,title,aired from,aired to,episodes,members,popularity,ranked,score
35475,Isobe Isobee with Nakata Yasutaka de Sourou,2017-04-23,,1.0,227,12977,10135.0,5.41
4252,Explorer Woman Ray,1989-05-26,1989-06-23,2.0,984,9553,10133.0,5.41
32636,Hokori Inu no Hanashi,2013-02-06,,1.0,202,13353,10134.0,5.41
2941,Elysium,2003-08-15,,1.0,1176,9183,10132.0,5.41
36597,Detarame Rock & Roll Theory,2017-02-13,,1.0,513,10959,10131.0,5.41
36180,Clock Lock Works,2009-11-27,,1.0,172,13903,10130.0,5.41
35114,Clione no Akari,2017-07-12,2017-09-27,12.0,11915,4030,10129.0,5.41
3429,Blame! Special,2003-10-24,,1.0,6501,5164,10128.0,5.41
25991,Bishoujo Mobage: Mobami-chan,2014-08-14,,1.0,1760,8243,10127.0,5.41
35709,Arara,2014-01-01,,1.0,459,11202,10126.0,5.41
34050,Tonari no Onigiri-kun,2016-08-30,2016-11-01,3.0,505,11011,10123.0,5.42
4827,_Summer Specials,2006-10-27,2007-01-26,2.0,2602,7329,10124.0,5.42
32297,Tenkou Kotofumi,2011-09-18,,1.0,278,12365,10122.0,5.42
7985,Taiyou no Hou: El Cantare e no Michi,2000-10-28,,1.0,615,10535,10120.0,5.42
8682,Television,2004-01-01,,1.0,491,11038,10121.0,5.43
35559,Sin: Nanatsu no Taizai - Masani Akuma no Shogyou...,2017-05-13,,1.0,6616,5141,10119.0,5.42
38212,"Shuudengo, Capsule Hotel de, Joushi ni Binetsu Tsutawaru Yoru.",2018-10-08,2018-12-24,12.0,10389,4288,10118.0,5.42
30045,Shin Saru Kani Gassen,1936-01-01,,1.0,253,12627,10117.0,5.42
40002,Shapeshifter,2019-03-26,,1.0,128,14823,10116.0,5.42
5632,Nihonichi Momotarou,1928-01-01,,1.0,1048,9413,10114.0,5.42
28053,Kumo no Ito,1946-01-01,,1.0,611,10552,10112.0,5.42
31926,Kashikokimono,2004-01-01,,1.0,257,12574,10111.0,5.42
31618,Kanojo ga Kanji wo Suki na Riyuu.,2015-09-14,2015-10-13,2.0,1346,8885,10110.0,5.42
36643,Kairisei Million Arthur,2014-11-18,2018-07-06,2.0,466,11145,10109.0,5.42
36395,Ichiendama no Tabigarasu,1990-02-02,,1.0,128,14749,10108.0,5.42
2876,Hoshi no Orpheus,1979-10-27,,1.0,583,10654,10107.0,5.42
13423,Fushigi Sekai Atagoul Monogatari,2000-01-01,,1.0,205,13303,10106.0,5.42
29861,Channel 5.5 3rd Season Prologue,2014-07-01,,1.0,335,11911,10104.0,5.42
21765,Ari to Hato (1959),1959-09-05,,1.0,233,12868,10103.0,5.42
35708,Afureko! AR,2012-01-31,,3.0,196,13452,10102.0,5.42
13971,663114,2011-09-01,,1.0,2826,7145,10101.0,5.42
33933,Yasamura Yasashi no Yasashii Sekai,2016-09-02,,,861,9842,10099.0,5.43
34595,"""Parade"" de Satie",2016-05-01,,1.0,370,11700,10100.0,5.42
32860,Wonderland,2013-10-21,2013-10-22,2.0,121,14910,10098.0,5.43
2003,Tokyo Vice,1988-06-25,,1.0,1256,9039,10097.0,5.43
12295,Tobacco to Hai,1965-10-01,,1.0,709,10224,10096.0,5.43
25103,Sumiko no Egao,2012-04-25,,1.0,170,13961,10095.0,5.43
35629,Skirt no Naka wa Kedamono Deshita.,2017-07-03,2017-09-18,12.0,36028,2317,10094.0,5.43
34958,Sakana no Kuni,1928-01-01,,1.0,218,13144,10093.0,5.43
32447,Nora to Oujo to Noraneko Heart,2017-07-12,2017-09-27,11.0,33254,2420,10091.0,5.43
1027,Psychic Force,1998-05-25,,2.0,1575,8510,10092.0,5.43
37142,Nishitesu CMs,2016-07-19,2016-08-23,2.0,139,14548,10090.0,5.43
36584,Ki de Tsukurou,2013-11-27,,1.0,125,14811,10088.0,5.43
33549,Mame-Mofu Collab Animation,2008-01-01,,1.0,322,11991,10089.0,5.43
38471,Idol Fantasy,2018-07-13,,1.0,201,13409,10086.0,5.43
29551,Kanimanji Engi,1925-01-01,,1.0,270,12438,10087.0,5.43
7255,Hanaori,1968-01-01,,1.0,698,10245,10085.0,5.43
10578,C³,2011-10-01,2011-12-17,12.0,142071,780,4884.0,6.74
6166,Asobi ni Iku yo!,2010-07-11,2010-09-26,12.0,142152,778,4882.0,6.74
378,eX-Driver the Movie,2002-04-20,,1.0,3775,6437,4892.0,6.74
3288,Gundam Evolve,2001-01-01,,15.0,8273,4681,4896.0,6.74
29820,Channel 5.5 4th Season,2014-11-16,2014-12-25,4.0,392,11575,10084.0,5.43
25971,Angel (Special),2001-01-01,,1.0,326,11951,10083.0,5.43
28531,Ai Tenchi Muyou! Recaps,2014-10-10,2014-12-12,10.0,3879,6366,10082.0,5.43
15021,Yuki no Taiyou Pilot,1972-01-01,,1.0,1976,7997,10081.0,5.44
31439,Wagamama High Spec,2016-04-12,2016-06-28,12.0,27899,2676,10080.0,5.44
4098,Urarochi Diamond,2001-12-21,,1.0,819,9927,10079.0,5.44
7423,"The Tales of Rien Village #1: ""Toilet ni Ittokiya""",2005-01-01,,1.0,451,11210,10078.0,5.44
8710,SOS TV Walpurgis Night Fever Episode 0,2010-04-13,,1.0,705,10227,10076.0,5.44
30201,Shiawase no Tokei,2012-02-01,,1.0,153,14259,10075.0,5.44
30153,Takarakuji x Rope,2013-04-25,2013-05-20,5.0,243,12777,10077.0,5.44
29744,Seishun Midnight Runners: Shiosai,2007-01-01,,1.0,163,14066,10074.0,5.44
2391,SD Gundam Force,2004-01-07,2004-12-29,52.0,6443,5185,10073.0,5.44
3772,Saiko Robot Kombock,2003-10-06,2004-03-29,25.0,3242,6826,10072.0,5.44
31747,Oshiri Kajiri Mushi (TV) 4th Season,2015-10-05,2015-12-07,10.0,405,11479,10071.0,5.44
34733,One Room Special,2017-05-26,,1.0,10690,4224,10070.0,5.44
20581,Nekketsu Tantei Jimusho,2013-09-16,2013-10-15,5.0,362,11721,10069.0,5.44
33449,Moving Colors,2016-04-26,,1.0,413,11433,10068.0,5.44
8752,Message Song,1996-12-01,,1.0,237,12799,10067.0,5.44
34625,Master of Torque: Epilogue,2016-12-25,,1.0,300,12151,10065.0,5.44
35530,Mayuge Dance,2016-12-01,,1.0,106,15178,10066.0,5.44
2082,Marriage: Kekkon,1996-03-23,1996-06-21,2.0,1054,9395,10064.0,5.44
32346,makemagic,2011-10-01,,1.0,425,11364,10063.0,5.44
6184,Makaryuudo Demon Hunter,1989-11-08,,1.0,1433,8735,10062.0,5.44
28809,Macross Fufonfia Specials,2013-12-25,,3.0,706,10237,10061.0,5.44
18133,Ikeike! Momon-chan,2012-11-28,2013-03-28,15.0,626,10505,10058.0,5.44
32626,Kozaru no Buranko,1959-12-01,,1.0,186,13629,10060.0,5.44
9499,Dokushin Apartment Dokudami-sou,1989-12-01,1990-04-01,3.0,672,10328,10057.0,5.41
13823,Kamiusagi Rope Movie Episode 0,2012-03-13,,1.0,245,12726,10059.0,5.44
38284,Devidol!,2018-10-05,2018-12-21,11.0,1688,8338,10056.0,5.44
34432,Balloon (Music),2012-11-29,,1.0,204,13351,10055.0,5.44
34997,Ao no Strada,2017-02-27,2017-03-13,4.0,378,11641,10054.0,5.44
8731,Akai Boushi,1984-10-05,,1.0,544,10792,10053.0,5.44
34887,Against,2013-04-14,,1.0,256,12601,10052.0,5.44
9967,W: Wish Omake,2005-02-25,2005-08-26,4.0,1169,9191,10051.0,5.45
32889,Tu Xia Chuanqi,2011-07-11,,1.0,195,13506,10050.0,5.45
22683,Shiroishi no Yousei Pichi,2011-07-27,2014-01-22,3.0,204,13361,10049.0,5.45
36765,Scary,2004-01-01,,1.0,128,14762,10048.0,5.45
29925,Poron Guitar,1959-01-01,,1.0,175,13840,10047.0,5.45
10466,Phantom Yuusha Densetsu,1991-01-24,,1.0,492,11044,10046.0,5.45
25941,Peeping Life: The Perfect Explosion Specials,2012-10-18,,2.0,246,12755,10045.0,5.45
2785,OZ,1992-08-28,1992-09-25,2.0,1271,9007,10043.0,5.45
16373,Peeping Life: The Perfect Evolution,2011-01-27,,10.0,500,11021,10044.0,5.45
36599,Muteki We Are One!!,2016-06-19,,1.0,511,10977,10041.0,5.45
38808,Ok? Alright!,2018-10-18,,1.0,277,12393,10042.0,5.45
33909,Marine Dreamin',2015-04-24,,1.0,439,11284,10040.0,5.45
33910,Marine Bloomin',2016-03-24,,1.0,424,11365,10039.0,5.45
10104,Loups=Garous #Overture,2010-08-27,,2.0,1515,8608,10038.0,5.45
21089,Lost Forest,2012-01-09,,1.0,674,10326,10037.0,5.45
34955,Kyoudai Koguma,1932-01-01,,1.0,189,13593,10036.0,5.45
9850,Koguma no Koro-chan,1958-03-01,,1.0,416,11391,10035.0,5.45
33187,Katsudou Shashin,,,1.0,3458,6679,10034.0,5.45
19481,Juujika You and I,2010-09-03,,1.0,420,11398,10033.0,5.45
17843,Inferno Cop: Fact Files,2012-12-28,2013-03-17,12.0,7888,4783,10032.0,5.45
35401,Hyaku-nengo no Aru Hi,1933-01-01,,1.0,209,13271,10031.0,5.45
7244,Hyakka Zukan,1989-01-01,,1.0,636,10464,10030.0,5.45
33846,Garo: Guren no Tsuki - Yurugaro,2016-07-06,,21.0,800,9981,10029.0,5.45
29923,Fukusuke,1957-10-29,,1.0,348,11804,10028.0,5.45
38411,Eiga Daisuki Pompo-san,2018-09-27,,1.0,234,12853,10027.0,5.45
7504,Bollogi Iyagi,2003-01-01,,1.0,493,11027,10025.0,5.45
9650,Dream C Club Pure Songs Clips,2010-11-10,,2.0,535,10837,10026.0,5.45
38796,B.O.Y.,2014-04-25,,1.0,108,15144,10024.0,5.45
37735,Aru Zombie Shoujo no Sainan (ONA),2018-07-04,,1.0,8762,4588,10023.0,5.45
33500,Acerola-chan,2009-07-03,2009-08-31,3.0,209,13246,10022.0,5.45
33103,Zekkyou Gakkyuu: Tensei,2016-04-26,2016-05-31,2.0,2709,7233,10021.0,5.46
31170,Youkai Ninpouchou Jiraiya!,2015-04-02,,1.0,217,13130,10020.0,5.46
2384,Yakusai Kochou,1997-05-21,,1.0,1630,8415,10019.0,5.46
36510,Ulysses: Jehanne Darc to Renkin no Kishi,2018-10-07,2018-12-30,12.0,62118,1635,10018.0,5.46
33884,Tokyu Plaza Ginza Open,2016-03-27,,1.0,205,13323,10017.0,5.46
1052,Tokyo Juushouden,1999-07-23,2000-01-21,3.0,1446,8712,10016.0,5.46
32167,Tenkousei wa Uchuujin,1988-06-14,,1.0,133,14644,10015.0,5.46
30826,Suzakinishi The Animation,2015-07-08,2015-09-23,12.0,4030,6259,10014.0,5.46
40015,Space Shower Man: Legacy for the Future,2019-04-08,,1.0,120,14978,10013.0,5.46
35623,Si Ling Bianma: Zhi Shijie Caozong Zhe Recap,2014-05-08,,1.0,207,13279,10012.0,5.46
33801,Shiguang Guiyu,2015-12-15,2016-03-08,10.0,727,10175,10011.0,5.46
37947,Rocket Dive,2018-05-23,,1.0,124,14821,10010.0,5.46
22593,Potecco Babies (2011),2011-04-22,2011-07-10,12.0,219,13079,10009.0,5.46
36185,Lan Mo De Hua,2017-07-13,2017-08-14,9.0,2713,7247,4902.0,6.74
7285,Ginga Tetsudou 999: Diamond Ring no Kanata e,2009-09-09,,1.0,1162,9206,4952.0,6.73
33879,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Shiiron Tankentai! Sumidagawa no Chikai - Omoide n,2007-08-05,2007-08-12,2.0,299,12172,4956.0,6.73
22635,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland ONA,2013-06-06,2013-06-27,4.0,260,12599,10008.0,5.46
7713,Nihon Mukashibanashi: Saru Kani,1972-01-01,,1.0,253,12596,10007.0,5.46
19337,Momoya x Peeping Life: Go en Desu yo!,2013-04-25,2013-05-16,4.0,393,11577,10006.0,5.46
4096,Mizu no Tane,1975-01-01,,1.0,253,12584,10005.0,5.46
22469,Minihams no Kekkon Song,2002-12-04,,1.0,260,12536,10004.0,5.46
11799,Midori no Neko,1983-10-01,,1.0,950,9646,10002.0,5.46
23375,Minarai Diva,2014-07-14,2014-09-22,10.0,1359,8862,10003.0,5.46
32844,Love Will Find the Way Back Home,2014-09-25,,1.0,191,13537,10001.0,5.46
31506,Kappa no Ude,2009-01-01,,1.0,143,14458,9999.0,5.46
18603,Kennosuke-sama,1990-07-07,,1.0,766,10063,10000.0,5.46
16259,Inferious Wakusei Senshi Gaiden Condition Green,1991-11-29,1992-03-27,6.0,391,11562,9998.0,5.46
25975,I Love Sky,2004-01-01,,1.0,302,12140,9997.0,5.46
8782,Hiyoko Gumo,2009-08-01,,1.0,639,10450,9996.0,5.48
35497,Hashire Melos,,,1.0,266,12482,9995.0,5.46
17707,Glass no Kamen Desu ga,2013-04-07,2013-04-21,3.0,1115,9304,9994.0,5.46
8749,Forestry,2008-01-01,,1.0,185,13627,9993.0,5.46
29857,Fojiao Donghua: Dashi Zhi Pusa Nianfo Yuantong Zhang,2012-01-01,,1.0,156,14210,9992.0,5.46
20951,DPR Special Movie,2013-10-17,,1.0,1001,9520,9990.0,5.46
36074,Endless Summer,2013-09-02,,1.0,206,13285,9991.0,5.46
32271,Dies Irae,2017-10-14,2017-12-23,11.0,97796,1121,9989.0,5.46
1627,Choushin Hime Dangaizer 3,1999-10-08,2001-03-23,4.0,1434,8734,9988.0,5.46
11087,Awake,1984-08-16,,2.0,593,10620,9987.0,5.46
305,Abashiri Ikka,1991-05-21,1991-11-21,4.0,3137,6904,9986.0,5.46
35070,3-Nen D-Gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road,2017-07-22,,1.0,512,10941,9985.0,5.46
29867,Wasurerareta Ningyou,1980-01-01,,1.0,201,13366,9983.0,5.47
12789,Yasashii Lion,1970-03-21,,1.0,434,11311,9984.0,5.47
15139,Tsuki no Miya no Oujo-sama,1934-10-25,,1.0,279,12367,9982.0,5.47
30394,Teddy,2005-01-01,,1.0,229,12921,9981.0,5.47
39296,For,2008-12-28,,1.0,90,15514,10105.0,5.42
1748,Piyoko ni Omakase pyo!,2003-03-21,2003-05-03,8.0,1947,8021,4965.0,6.73
35997,Märchen Mädchen,2018-01-11,2018-03-29,10.0,31634,2493,10113.0,5.42
420,Spriggan,1998-09-05,,1.0,18115,3354,4969.0,6.73
40033,Animagear,2019-07-01,,1.0,115,15062,10125.0,5.41
20869,Nulu-chan to Boku,2012-12-01,,1.0,277,12354,10115.0,5.42
3497,Steady x Study,2004-05-26,,1.0,518,10918,10182.0,5.4
11787,Toriko: Barbarian Ivy wo Hokaku Seyo!,2010-10-23,,1.0,2359,7546,4974.0,6.73
1952,Vampire Hunter,1997-03-21,1998-03-27,4.0,12931,3891,4976.0,6.73
29457,Tenrankai de Atta Onnanoko,1990-06-03,,1.0,166,14020,10183.0,5.4
1252,Fushigi no Umi no Nadia: Original Movie,1991-06-29,,1.0,5331,5603,10195.0,5.39
30766,Homé-Pato the Movie,2015-05-04,,1.0,437,11294,10197.0,5.39
31310,Ishikeri,2013-01-01,,1.0,495,11040,10198.0,5.39
3661,Joker: Marginal City,1992-04-21,,1.0,998,9512,10199.0,5.39
27687,Oshiri Kajiri Mushi (TV) 3rd Season,2014-10-06,2014-12-08,10.0,494,11043,10205.0,5.39
32812,TeNiOE,2014-01-11,,1.0,242,12767,10210.0,5.39
7258,Tabi,1973-01-01,,1.0,880,9788,10209.0,5.39
33163,Seishain Cyborg 003,2012-01-10,,2.0,453,11215,10232.0,5.38
35294,Candle,2013-09-25,,1.0,196,13455,10240.0,5.37
36183,It Seems like a Frog,2016-08-31,,1.0,111,15068,10242.0,5.37
2790,Oira Sukeban,1992-08-21,,1.0,1418,8760,10245.0,5.37
1285,Soukihei MD Geist,1986-05-21,,1.0,11431,4105,10251.0,5.37
29897,Beer Mukashi Mukashi,1956-01-01,,1.0,236,12823,10256.0,5.36
25293,Futago no Mahoutsukai Lico to Gli,2013-11-04,2015-04-03,4.0,482,11092,10261.0,5.36
36604,Bang Babang Bang!!!,2017-03-22,,1.0,712,10215,10363.0,5.31
1982,Osu,1962-11-05,,1.0,2677,7264,10352.0,5.32
10710,Houkago no Pleiades: Manner Movie,2011-06-04,,1.0,2150,7775,10369.0,5.31
38449,Dimension High School,2019-01-10,2019-03-21,11.0,7638,4842,10389.0,5.3
29665,Genei Toshi,1967-01-01,,1.0,207,13270,10390.0,5.3
28245,Ari-chan,1941-01-01,,1.0,514,10942,10439.0,5.27
38913,Hyper Sweet Power,2008-01-01,,1.0,111,15108,10444.0,5.27
35366,"Eiga Ensetsu ""Seiji no Rinrika"" Gotou Shinpei 1926",1926-01-01,,1.0,177,13830,10442.0,5.27
29677,Kage,1967-01-01,,1.0,272,12417,10445.0,5.27
7273,Nido to Mezamenu Komori Uta,1985-01-01,,1.0,1234,9089,10450.0,5.27
38700,Tsukiyo & Opal,2015-03-07,,1.0,117,14964,10454.0,5.27
30782,Bikini Warriors,2015-07-08,2015-09-23,12.0,57716,1722,10457.0,5.26
7475,Ano Ko ni 1000%,1989-11-14,,1.0,1681,8340,10455.0,5.26
8772,Happy Weekend,2002-04-04,,1.0,242,12761,10461.0,5.25
37550,Gingirl,2016-10-28,,1.0,173,13925,10460.0,5.26
38043,Haru Yasumi no Yoru,2018-06-07,,1.0,115,15004,10462.0,5.26
29966,Katsuobushi Da yo Jinsei wa,2009-08-03,,1.0,159,14130,10466.0,5.26
13085,Kitsutsuki Keikaku,1966-01-01,,1.0,304,12098,10467.0,5.26
30948,Kowabon,2015-10-04,2015-12-27,13.0,27171,2716,10468.0,5.26
15045,Litchi DE Hikari Club,2012-10-02,2012-11-20,8.0,9422,4451,10469.0,5.26
32642,Yanesenondo,2009-07-30,,1.0,256,12578,10484.0,5.26
36847,Nanatsu no Bitoku,2018-01-27,2018-03-31,10.0,32503,2456,10496.0,5.25
13515,Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,2011-12-21,,1.0,465,11154,10537.0,5.23
36063,Universal Mind,2016-09-08,,1.0,137,14555,10544.0,5.23
23265,Genroku Koi Moyou: Sankichi to Osayo,1934-06-23,,1.0,397,11533,10548.0,5.22
33770,Kirin Hyoketsu: Atarashiku Ikou Animation Movie,2016-08-02,,1.0,882,9795,10553.0,5.22
19945,Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,2009-04-22,2009-08-26,5.0,6001,5350,10562.0,5.22
33543,Tanahashi Hiroshi X Mameshiba Pro Wrestling,2013-07-09,2014-08-24,2.0,415,11429,10558.0,5.22
9356,Cool Cool Bye,1986-01-21,,1.0,679,10305,10568.0,5.21
3517,New Hal & Bons,2006-05-27,,9.0,263,12491,10572.0,5.21
9515,Highschool of the Dead: Drifters of the Dead,2011-04-26,,1.0,207083,524,4994.0,6.72
8208,Jigoku Sensei Nube (Movie),1996-07-06,,1.0,1781,8210,4997.0,6.72
18247,IS: Infinite Stratos 2,2013-10-04,2013-12-20,12.0,246622,409,4996.0,6.72
35347,Kemono Friends: Bus-teki,2017-04-04,,1.0,4293,6112,4998.0,6.72
33124,Wakuwaku♥Nukegake Daisakusen,2007-04-18,,1.0,185,13660,10607.0,5.2
30165,Yamaguchi Sanchi no Tsutomu-kun,1976-04-01,,1.0,212,13228,10608.0,5.2
13441,Shiawasette Naani,1991-07-09,,1.0,799,9979,10616.0,5.19
32644,Yaseruyagi,2010-03-28,,1.0,189,13602,10619.0,5.19
36182,Abstract feat. Alkama,2017-08-19,,1.0,409,11441,10620.0,5.18
24999,Akai Jitensha,1999-04-04,,1.0,216,13164,10621.0,5.18
40003,Animatope,2011-01-14,,1.0,89,15552,10623.0,5.18
24861,Akaoni to Aooni no Tango,1977-12-05,,1.0,331,11917,10622.0,5.18
23267,Osaru no Tairyou,1933-12-01,,1.0,315,12034,10639.0,5.18
21607,Picotopia,2013-07-03,,1.0,1029,9453,10640.0,5.18
29771,Recorder,2006-01-01,,1.0,423,11354,10641.0,5.18
2219,Ryokunohara Meikyuu,1990-05-25,,1.0,3067,6959,10642.0,5.18
30012,Tekusuke Monogatari,1938-01-01,,1.0,227,12954,10644.0,5.18
2796,Afro-Ken,2001-06-25,,1.0,2652,7280,10647.0,5.17
28765,The Baby Birds of Norman McLaren,2014-01-01,,1.0,401,11490,10645.0,5.18
33273,Bouningen Weekend,2015-12-17,2016-04-27,20.0,213,13179,10649.0,5.17
36766,Nothing's Gonna Change,1999-01-01,,1.0,135,14602,10659.0,5.17
28305,Broots,1984-01-01,,1.0,288,12284,10666.0,5.16
35119,Youkai Shoujo,2010-01-01,,1.0,158,14169,10664.0,5.17
23387,Master of Torque,2014-03-20,2014-07-18,4.0,1049,9420,10671.0,5.16
10539,Hato no Oyome-san,2011-04-13,2011-08-31,4.0,282,12307,10669.0,5.16
29657,Stone,1975-01-01,,1.0,296,12188,10672.0,5.16
35394,Oira no Hijouji,1936-01-01,,1.0,223,13044,10681.0,5.15
3799,Speed,1980-01-01,,1.0,812,9937,10682.0,5.15
38794,Summer Rich,2011-10-23,,1.0,87,15623,10683.0,5.15
13435,Taka no Tsume NEO Announcement Movie,2012-03-14,,1.0,260,12554,10685.0,5.15
681,Tenbatsu Angel Rabbie☆,2004-01-23,,1.0,1527,8580,10686.0,5.15
32639,Usaband,2009-09-10,,1.0,221,13050,10689.0,5.15
34725,Kaito x Ansa,2017-07-12,2017-09-27,12.0,3281,6803,10697.0,5.14
30157,Joki Joki Tailor,1981-01-01,,1.0,170,13930,10696.0,5.14
25549,Psychedelic Afternoon,2013-03-06,,1.0,849,9866,10701.0,5.14
30076,Roba Chotto Suneta,1983-04-03,,1.0,226,12953,10702.0,5.14
994,Sin in the Rain,2006-03-24,,1.0,2129,7802,10704.0,5.14
32758,Toute wa Sono Kotae,2014-10-20,,1.0,189,13581,10706.0,5.14
37729,Akuma no Organ,2003-01-01,,1.0,124,14802,10710.0,5.13
33694,Mukidashi no Mitsuko,2006-12-01,,1.0,331,11921,10716.0,5.13
28691,Kemurigusa Monogatari,1926-01-01,,1.0,469,11135,10714.0,5.13
13669,Owari no Chronicle,2012-04-01,,1.0,2618,7314,10718.0,5.13
5874,Sankou to Tako: Hyakumanryou Chinsoudou,1933-01-01,,1.0,533,10846,10721.0,5.13
35935,Koto no Shidai,2017-07-13,,1.0,137,14564,10734.0,5.12
4392,Ooatari Sora no Entaku,1932-10-22,,1.0,766,10051,10735.0,5.12
36027,Ousama Game The Animation,2017-10-05,2017-12-21,12.0,138290,807,10737.0,5.12
9506,Prism Magical: Prism Generations!,2010-08-27,,1.0,2308,7604,10740.0,5.12
28687,Poker,2014-01-01,,1.0,590,10627,10739.0,5.12
30162,Hone Hone Rock,1976-01-01,,1.0,214,13184,10748.0,5.11
31262,Ghost,1984-01-01,,1.0,381,11636,10746.0,5.11
8952,Nougyou Musume!,2010-10-07,,1.0,1349,8877,10751.0,5.11
22675,Peeping Life: Gekijou Original-ban,2009-12-01,2010-02-05,5.0,314,12064,10752.0,5.11
36092,Alluptoyou,2016-10-12,,1.0,201,13368,10755.0,5.1
3516,Hal & Bons,2002-10-02,,5.0,471,11119,10758.0,5.1
5880,Oshiruko,2005-01-01,,1.0,934,9663,10761.0,5.1
24443,Peeping Life: Shinkon-chan Kansai ni Irasshai,2014-03-27,,1.0,390,11592,10770.0,5.09
39620,Hakata Mentai!  Pirikarako-chan,2019-07-07,2019-09-22,12.0,1890,8107,10792.0,5.07
10859,Sorette♡Dakara ne!,2011-06-24,,1.0,1529,8589,10787.0,5.08
36407,Kenja no Mago,2019-04-10,2019-06-26,12.0,197259,553,4999.0,6.72
36072,Human Gift,2009-03-02,,1.0,105,15219,10805.0,5.06
28639,Futon,2012-01-01,,1.0,599,10602,10804.0,5.06
35514,Sigh,2014-05-28,,1.0,132,14667,10935.0,4.96
38728,Onami,2018-01-21,,1.0,140,14550,10945.0,4.95
7810,Yami wo Mitsumeru Hane,2003-01-01,,1.0,900,9730,10950.0,4.95
37823,Conception,2018-10-10,2018-12-26,12.0,60108,1671,10954.0,4.94
21335,Double Circle,2013-12-19,2014-09-26,6.0,4999,5757,10955.0,4.94
38764,PRINTER REC Music,2014-06-17,,1.0,106,15183,10958.0,4.94
29856,Tetopettenson,2002-10-02,,1.0,169,13962,10961.0,4.94
8705,Phantom: Requiem for the Phantom Picture Drama,2009-07-24,2010-02-25,12.0,6052,5335,5100.0,6.71
4389,Amada Anime Series: Super Mario Brothers,1989-08-03,,3.0,2274,7631,10964.0,4.93
38811,Copy,2010-12-16,,1.0,89,15535,10966.0,4.93
24075,Persona 4 the Golden Animation,2014-07-11,2014-09-26,12.0,59517,1683,5099.0,6.7
31833,Metamorphose,2013-08-02,,1.0,375,11651,10970.0,4.93
6842,Oyoge ya Oyoge,1939-01-01,,1.0,523,10899,10972.0,4.93
35390,Osekisho,1930-05-20,,1.0,228,12968,10971.0,4.93
38961,Takoyaki Story,2018-10-10,,1.0,166,14019,10974.0,4.93
39163,Nonsense Bungaku,2017-07-13,,1.0,267,12568,5096.0,6.7
39697,Mameshiba x Tunes!,2017-11-01,,1.0,175,13891,10976.0,4.92
2912,Ohayou! Spank,1981-03-07,1982-05-29,63.0,1512,8614,5150.0,6.69
6736,Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto,2009-05-22,,1.0,5872,5391,5148.0,6.69
615,Nurse Witch Komugi-chan Magikarte,2002-08-23,2004-04-02,5.0,12697,3919,5149.0,6.69
32324,Major 2nd,2016-07-11,,1.0,1670,8365,5146.0,6.69
4320,Lupin III: Green vs. Red,2008-04-02,,1.0,5563,5512,5144.0,6.69
1433,Lupin III: Babylon no Ougon Densetsu,1985-07-13,,1.0,5111,5708,5143.0,6.69
29855,Meiji Tokyo Renka Movie 1: Yumihari no Serenade,2015-07-18,,1.0,8745,4584,5200.0,6.68
36502,MahoYome,2017-10-10,2018-03-27,24.0,6874,5062,5199.0,6.68
36902,Mahou Shoujo Ore,2018-04-02,2018-06-18,12.0,58437,1706,5198.0,6.68
31233,Lu Shidai,2013-10-11,2014-09-13,14.0,4448,6039,5197.0,6.68
9773,Lady Lady!! (1988),1988-03-12,,1.0,995,9529,5195.0,6.68
3085,Koharu Biyori,2007-10-14,2008-03-21,3.0,17494,3413,5193.0,6.68
6509,Kiteretsu Daihyakka,1988-03-27,1996-06-09,331.0,2267,7641,5192.0,6.68
496,Kamui no Ken,1985-03-09,,1.0,4539,5983,5190.0,6.68
9950,Hulu Xiongdi,1986-01-01,,13.0,330,11905,5187.0,6.69
2804,Hana no Mahoutsukai Mary Bell,1992-02-03,1993-01-18,50.0,1699,8308,5186.0,6.68
1325,Hamelin no Violin Hiki,1996-10-02,1997-03-26,25.0,4925,5779,5185.0,6.68
35814,Granblue Fantasy The Animation: Kabocha no Lantern,2017-11-29,,1.0,11022,4184,5184.0,6.68
782,Gasaraki,1998-10-04,1999-03-28,25.0,15652,3609,5183.0,6.68
850,Gakuen Heaven,2006-04-01,2006-06-24,13.0,46455,1990,5182.0,6.68
29752,JU Chuuko Jidousha Hanbaishi x Peeping Life,2013-09-30,2014-11-10,2.0,258,12583,10987.0,4.91
4856,Fuuma no Kojirou: Fuuma Hanran-hen,1991-11-21,,1.0,949,9624,5181.0,6.68
25377,TOTO Green Challenge,2011-10-20,,1.0,238,12833,10992.0,4.91
33906,Shangri-La (Music),2011-10-05,,1.0,173,13879,10991.0,4.91
236,E's Otherwise,2003-04-01,2003-09-23,26.0,13870,3787,5179.0,6.68
31851,Dog Days'': Limone Resort Tenbou Onsen!,2015-08-26,,1.0,5261,5643,5177.0,6.68
32291,Kakegae no,2012-02-22,,1.0,291,12220,10994.0,4.9
30167,Kanashiki Mongoose,1979-12-06,,1.0,193,13500,10995.0,4.9
1752,Di Gi Charat: Hoshi no Tabi,2001-12-22,,1.0,2532,7388,5176.0,6.68
